Event_ID,Species,# Observed,Age,Composition,Breeding Status,Notes
20070506163624-376609861.850739,COLO,1.00E+00,,,O,
20070506163624-376609861.850739,HBWH,1.00E+00,,,,A Yukoner reported seeing 3 individuals of what he thought were HUWHs near the harbor this morning.
20070506163624-376609861.850739,CORA,1.00E+00,,,X,
20070506163624-376609861.850739,BUFF,1.00E+00,,,O,
20070506163624-376609861.850739,HOGR,1.27E+02,,,O,Likely an undercount due to marginal visibility conditions. Favor the west shore of the Inlet as prefered habitat.
20070506163624-376609861.850739,HARD,2.00E+00,,,X,
20070506163624-376609861.850739,BOGU,7.00E+00,,,X,
20070506163624-376609861.850739,RNGR,4.90E+01,,,O,Likely an undercount due to marginal visibility conditions. Favor the west shore of the Inlet as prefered habitat.
20070506163624-376609861.850739,MAMU,7.60E+01,,,P,Likely an undercount due to marginal visibility conditions. Favor the west shore of the Inlet as prefered habitat.
20070506163624-376609861.850739,STSE,4.20E+01,,,,
20070506163624-376609861.850739,MEGU,-1.00E+00,,,X,Approximately 50 MEGUs and HEGUs flying around Inlet.
20070506163624-376609861.850739,HERG,-1.00E+00,,,X,Approximately 50 MEGUs and HEGUs flying around Inlet.
20070506163624-345450699.329376,BAEA,4.00E+00,"2A, 2I",,O,At mouth of Taiya fishing.
20070506163624-345450699.329376,BAGO,4.00E+00,,,O,
20070506163624-345450699.329376,BUFF,7.00E+00,,,O,
20070506163624-345450699.329376,HASE,1.60E+01,,,,No good count of these; all foraging near river mouth.
20070506163624-345450699.329376,HOGR,4.30E+01,,,O,
20070506163624-345450699.329376,MAMU,1.00E+00,,,X,
20070506163624-345450699.329376,NOCR,4.00E+00,,,X,
20070506163624-345450699.329376,RNGR,2.00E+00,,,O,
20070506163624-345450699.329376,SCAU,1.00E+00,,1 m,O,"Head appeared peaked, but flanks completely white."
20070506163624-345450699.329376,HERG,-1.00E+00,,,X,"Mixed grouping of hundreds of gulls flying around head of Inlet and Taiya mouth as well as sitting on gravel bars and on flats; HEGUs and MEGUs most abundant, followed by BOGUs and some GWGUs (least abundant)."
20070506163624-345450699.329376,MEGU,-1.00E+00,,,X,"Mixed grouping of hundreds of gulls flying around head of Inlet and Taiya mouth as well as sitting on gravel bars and on flats; HEGUs and MEGUs most abundant, followed by BOGUs and some GWGUs (least abundant)."
20070506163624-345450699.329376,BOGU,-1.00E+00,,,X,"Mixed grouping of hundreds of gulls flying around head of Inlet and Taiya mouth as well as sitting on gravel bars and on flats; HEGUs and MEGUs most abundant, followed by BOGUs and some GWGUs (least abundant)."
20070506163624-345450699.329376,GWGU,-1.00E+00,,,X,"Mixed grouping of hundreds of gulls flying around head of Inlet and Taiya mouth as well as sitting on gravel bars and on flats; HEGUs and MEGUs most abundant, followed by BOGUs and some GWGUs (least abundant)."
20070506163624-345450699.329376,MALL,9.00E+00,,2 pr + 5 m,P,
20070506163624-345450699.329376,AGWT,2.00E+00,,1 pr,P,
20070506163624-345450699.329376,NOPI,4.00E+00,,2 pr,P,
20070506163624-345450699.329376,GBHE,2.00E+00,,,X,Together near Taiya mouth.
20070506163624-345450699.329376,MALL,5.00E+00,,"1 pr, 3",P,
20070506175749-14017641.544342,MALL,2.90E+01,,"8 m + 1 f, 2 pr, 4 pr, 2 m + 1 f, 4 m + 1 f",P,
20070506175749-14017641.544342,NOCR,-1.00E+00,,,X,Dozens.
20070506175749-14017641.544342,HARD,3.00E+00,,2 m + 1 f,X,
20070506175749-14017641.544342,CORA,4.00E+00,,,X,
20070506175749-14017641.544342,BUFF,2.10E+01,,"14, 1 pr, 5",P,
20070506175749-14017641.544342,COGO,1.00E+01,"5A, 5I","2 imm m + 2 imm f, 3 f, 1 imm m + 2 f",O,
20070506175749-14017641.544342,UNGO,1.00E+00,,1 f,O,
20070506175749-14017641.544342,COME,6.00E+00,,,X,
20070506175749-14017641.544342,RNDU,1.00E+00,,1 m,O,Male in Taiya River channel with COMEs and female UNGO.
20070506175749-14017641.544342,LEYE,1.00E+00,,,X,
20070506175749-14017641.544342,BAEA,6.00E+00,"3A, 5I",,X,"Three adults and 3 imm. above Taiya bridge, and 2 imm. downstream of bridge."
20070506163624-875327527.523041,MALL,2.50E+01,,"17 m + 4 f, 3 m + 1 f",X,First group of MALLs with one male NOPI.
20070506163624-875327527.523041,NOPI,1.00E+00,,1 m,X,With group of 21 MALLs.
20070506163624-875327527.523041,BOGU,3.00E+02,,,X,Minimum count; actually more than 300.
20070506163624-875327527.523041,AGWT,1.40E+01,,"1 pr, 1 pr + 2 m, 4 pr",P,
20070506163624-875327527.523041,AMWI,6.00E+00,,"2 pr, 1 pr",P,
20070506163624-875327527.523041,NSHO,4.00E+00,,"1 pr, 1 pr",P,
20070506163624-875327527.523041,UNYE,3.00E+00,,,X,
20070506163624-875327527.523041,MALL,1.90E+01,,"2 pr + 2 m, 13",P,
20070506163624-875327527.523041,RBME,7.30E+01,,,P,
20070506163624-875327527.523041,AMWI,2.20E+01,,"2 pr, 17, 1 m",P,
20070506163624-875327527.523041,HOGR,9.00E+00,,,O,
20070506163624-875327527.523041,MALL,1.90E+01,,"1 pr, 1 pr, 1 m, 5 m, 1 pr + 4 f, 3 m",P,
20070506163624-875327527.523041,HASE,1.00E+00,,,,
20070506163624-875327527.523041,CORA,1.00E+00,,,X,
20070506163624-875327527.523041,NSHO,2.30E+01,,"1 pr, 7 m, 2 m, 10 m + 2 f",P,
20070506163624-875327527.523041,BUFF,2.00E+00,,1 pr,P,
20070506163624-875327527.523041,AGWT,1.70E+01,,"4, 3 m, 4, 3 pr",P,
20070506163624-875327527.523041,NOPI,1.10E+01,,"1 pr + 2 m, 1 m, 4, 1 pr",P,
20070506163624-875327527.523041,BUFF,1.00E+00,,1 m,O,
20070506163624-875327527.523041,BAEA,4.00E+00,4I,,O,
20070506163624-299495756.626129,BEKI,1.00E+00,,,X,
20070506163624-299495756.626129,STSE,4.70E+01,,,,"Group of approximately 40-50 cooperatively hunting, plus two other individuals observed."
20070506163624-299495756.626129,HASE,6.00E+00,,,,
20070506163624-299495756.626129,ARTE,2.00E+00,,,X,
20070506163624-299495756.626129,BOGU,1.00E+00,,,X,
20070506163624-299495756.626129,MEGU,6.00E+00,,,X,
20070506163624-299495756.626129,SCAU,7.00E+00,,5 m + 2 f,O,Entered bay during count.
20070506163624-299495756.626129,SUSC,7.00E+00,,6 m + 1 f,O,Entered bay during count.
20070506163624-777559459.209442,BUFF,2.00E+00,,1 pr,P,With 6 HARDs.
20070506163624-777559459.209442,HARD,6.00E+00,,2 pr + 2 m,P,With pair of BUFFs.
20070506163624-777559459.209442,HASE,8.00E+00,,,,
20070506163624-777559459.209442,RIOT,1.00E+00,,,,River Otter.
20070506163624-850022971.630096,BEKI,1.00E+00,,,X,
20070506163624-850022971.630096,HARD,2.00E+00,,1 pr,P,
20070506163624-850022971.630096,SCAU,1.00E+01,,Mixed flock,O,
20070506163624-850022971.630096,PIGU,2.00E+00,,1 pr,P,Pair flying.
20070506163624-850022971.630096,STSE,3.00E+00,,,,
20070506163624-850022971.630096,HERG,1.10E+01,,,X,
20070506163624-850022971.630096,MAMU,2.00E+00,,1 pr,P,
20070506163624-850022971.630096,HASE,2.00E+00,,,,
20070506163624-850022971.630096,HARD,6.00E+00,,"1 pr, 1 pr, 1 pr",P,
20070506163624-850022971.630096,ARTE,2.00E+00,,,X,
20070506163624-850022971.630096,HERG,-1.00E+00,,,O,Abundant: total gulls of all species number easily 2000.
20070506163624-850022971.630096,MEGU,-1.00E+00,,,O,Abundant: total gulls of all species number easily 2000.
20070506163624-850022971.630096,BOGU,-1.00E+00,,,O,Common: total gulls of all species number easily 2000.
20070506163624-850022971.630096,GWGU,-1.00E+00,,,O,Uncommon: total gulls of all species number easily 2000.
20070506163624-850022971.630096,HARD,4.00E+00,,"1 pr, 1 pr",X,
20070506163624-850022971.630096,STSE,8.00E+00,,,,
20070506163624-850022971.630096,SCAU,1.40E+01,,,O,
20070506163624-850022971.630096,RBME,3.00E+00,,,O,Flying north.
20070506163624-738123714.923859,STSE,1.30E+01,,,,
20070506163624-738123714.923859,SUSC,4.00E+00,,,O,
20070506163624-738123714.923859,PIGU,1.00E+00,,,O,
20070506163624-953128993.5112,BAEA,2.00E+00,2I,,O,"One individual flying across bay, and one flying toward inlet."
20070506163624-953128993.5112,HARD,2.00E+00,,1 pr,P,
20070506163624-953128993.5112,UNYE,1.00E+00,,,X,Calling.
20070506163624-953128993.5112,MAMU,3.00E+00,,"1 pr, 1",P,
20070506163624-953128993.5112,STSE,4.00E+00,,,,
20070506163624-953128993.5112,HAPO,2.00E+00,,,,Harbor porpoise.
20070506163624-953128993.5112,RBME,3.00E+00,,1 m + 2 f,O,
20070506163624-953128993.5112,MEGU,8.00E+00,,,X,
20070506163624-953128993.5112,SUSC,1.00E+01,,,O,
20070506163624-953128993.5112,UNWB,2.00E+00,,1 pr,O,Unidentified waterbird.
20070506163624-473719894.886017,HARD,2.00E+00,,1 pr,P,
20070506163624-473719894.886017,HOGR,8.00E+00,,,O,
20070506163624-473719894.886017,ARTE,2.00E+00,,,X,
20070506163624-473719894.886017,MEGU,4.00E+00,,,X,
20070506163624-473719894.886017,BAEA,2.00E+00,"1A, 1I",,O,Perched on east side of bay.
20070506163624-394446194.171906,HARD,3.00E+00,,1 pr + 1 m,P,
20070506163624-394446194.171906,HERG,4.00E+00,,,X,
20070506163624-394446194.171906,BAEA,1.00E+00,1A,,O,Flying along cliffs.
20070506163624-394446194.171906,STSE,1.00E+00,,,,Not a positive id.
20070506163624-394446194.171906,HERG,1.00E+00,,,X,
20070506163624-394446194.171906,PIGU,1.00E+00,,,O,
20070506163624-394446194.171906,BOGU,4.00E+00,,,X,
20070506163624-394446194.171906,HERG,9.00E+00,,,X,
20070506163624-394446194.171906,CORA,1.00E+00,,,X,Flying.
20070506163624-394446194.171906,SEPL,2.00E+00,,,O,
20070506163624-394446194.171906,UNYE,1.00E+00,,,X,
20070506163624-394446194.171906,AMWI,2.00E+00,,1 pr,P,
20070506163624-394446194.171906,BOGU,2.00E+00,,,X,
20070506163624-394446194.171906,SUSC,2.00E+02,,,O,Count approximate:  too wavy to get a count.
20070506163624-394446194.171906,ARTE,1.00E+00,,,X,
20070506163624-394446194.171906,HARD,5.00E+00,,"1 pr, 1 pr + 1 m",P,
20070506163624-394446194.171906,MEGU,2.00E+00,,,X,
20070506163624-394446194.171906,UNSA,8.00E+00,,,,Count approxmate:  unknown sandpiper.
20070506163624-733093440.532684,BAEA,2.00E+00,"1A, 1I",,O,Adult flying north along eastern shore.
20070506163624-733093440.532684,SUSC,1.05E+02,,"100, 5",O,Approximately 100 flying north up inlet; 5 flying south.
20070506163624-733093440.532684,HARD,2.00E+00,,1 pr,P,
20070506163624-733093440.532684,MAMU,2.00E+01,,"1 pr, 2 pr, 3 pr, 1 pr, 1 pr, 1 pr, 1 pr",P,
20070506163624-733093440.532684,WWSC,1.00E+00,,1 m,O,Flying south.
20070506163624-733093440.532684,SUSC,1.80E+01,,"10 flying S, 2 flying N, 6",O,
20070506163624-733093440.532684,HOGR,2.20E+01,,"4 separate individuals, 8, 2 pr, 4, 1 pr",O,
20070506163624-733093440.532684,RNGR,2.40E+01,,"18 individuals, 1 pr, 1 pr, 1 pr",P,
20070506163624-733093440.532684,MAMU,2.40E+01,,"1 pr, 1 pr, 1 pr, 1 pr, 1 pr, 1, 1, 2 pr, 4 pr",P,
20070506163624-733093440.532684,WWSC,2.00E+00,,1 pr,P,
20070506163624-733093440.532684,MAMU,2.20E+01,,"1 pr, 1, 1 pr, 1 pr, 2 pr, 1, 1 pr, 3 pr, 1, 1",P,
20070506163624-733093440.532684,STSE,7.00E+00,,,,
20070506163624-733093440.532684,ARTE,7.00E+00,,,X,
20070506163624-733093440.532684,RBME,7.00E+00,,"1 pr, 2 m + 3 f",P,
20070506163624-733093440.532684,MEGU,2.40E+01,,,X,Minimum count.
20070506163624-733093440.532684,BOGU,1.20E+01,,,X,Minimum count.
20070506163624-371118009.090424,HERG,1.00E+00,,,X,
20070506163624-371118009.090424,UNID,4.00E+00,,,,"Four unidentified birds, either shorebirds or swallows flying to the south."
20070506163624-371118009.090424,MAMU,2.00E+00,,1 pr,P,
20070506163624-371118009.090424,BEKI,1.00E+00,,,X,
20070506163624-371118009.090424,RBME,1.60E+01,,"2 pr, 1 pr, 1 pr, 1 pr, 1 f, 1 pr, 1 m, 1 pr",P,
20070506163624-371118009.090424,HOGR,1.20E+01,,"10 individuals, 1 pr",P,
20070506163624-371118009.090424,COLO,1.00E+00,,,O,
20070506163624-371118009.090424,RNGR,1.20E+01,,"2 individuals, 5, 3, 2",O,
20070506163624-371118009.090424,UNSB,1.00E+01,,,O,
20070506163624-371118009.090424,BUFF,4.00E+00,,"1 pr + 1 m, 1 m",P,
20070506163624-371118009.090424,MEGU,3.50E+01,,,X,Count approximate.
20070506163624-371118009.090424,BOGU,1.00E+01,,,X,Count approximate.
20070506163624-371118009.090424,RBME,2.23E+02,,"1 pr, 5, 7, 8, 1 pr, 59, 23, 62, 55",P,
20070506163624-371118009.090424,RNGR,1.20E+01,,"10, 1, 1",O,
20070506163624-371118009.090424,STSE,1.00E+00,,,,
20070506163624-371118009.090424,HOGR,2.00E+00,,"1, 1",O,
20070506163624-371118009.090424,BUFF,1.10E+01,,"1 m, 4 m, 1 m, 1 m, 1 m + 3 f",O,
20070506163624-371118009.090424,ARTE,7.00E+00,,"1, 4, 2",X,
20070506163624-371118009.090424,BEKI,1.00E+00,,,X,
20070506163624-371118009.090424,RBME,9.90E+01,,,O,
20070506163624-371118009.090424,HARD,2.00E+00,,1 pr,P,
20070506163624-371118009.090424,UNDU,3.00E+00,,,,Three unidentified ducks; probably HARDs.
20070506163624-371118009.090424,STSE,4.00E+00,,,,
20070506163624-371118009.090424,HARD,2.00E+00,,1 pr,P,
20070506163624-371118009.090424,HASE,2.00E+01,,,,Minimum count.
20070506163624-371118009.090424,UNSA,3.00E+00,,,,Possibly Yellowlegs.
20070506163624-371118009.090424,HERG,1.61E+02,,,X,"Minimum count; numbers approximate, likely more."
20070506163624-371118009.090424,MEGU,1.33E+02,,,X,"Minimum count; numbers approximate, likely more."
20070506163624-371118009.090424,CORA,1.00E+00,,,X,
20070506163624-371118009.090424,UNYE,2.00E+00,,,X,
20070506163624-371118009.090424,UNSB,1.09E+02,,,,"Count approximate, likely more; various flocks moving through, largest numbers to date."
20070506163624-371118009.090424,BOGU,7.00E+00,,,X,
20070506163624-371118009.090424,MALL,2.00E+00,,1 pr,P,
20070506163624-371118009.090424,GBHE,4.00E+00,,,X,
20070506163624-371118009.090424,BAEA,3.00E+00,"2A, 1I",,O,
20070506175816-790480017.662048,BAEA,4.80E+01,48A,,O,Observed between estuary and bridge; mostly present to take advantage of hooligan run.
20070506175816-790480017.662048,BAEA,5.40E+01,54I,,O,Observed between estuary and bridge; mostly present to take advantage of hooligan run.
20070506175816-790480017.662048,BAEA,2.00E+00,2A,,O,Observed above bridge and counted from Chilkoot trailhead; mostly present to take advantage of hooligan run.
20070506175816-790480017.662048,BAEA,5.00E+00,5I,,O,Observed above bridge and counted from Chilkoot trailhead; mostly present to take advantage of hooligan run.
20070506175816-790480017.662048,LEYE,1.00E+00,,,X,
20070506175816-790480017.662048,UNYE,1.00E+00,,,X,
20070506175816-790480017.662048,HERG,-1.00E+00,,,X,Abundant: total HEGUs and MEGUs number 1-2000.
20070506175816-790480017.662048,MEGU,-1.00E+00,,,X,Abundant: total HEGUs and MEGUs number 1-2000.
20070506175816-790480017.662048,GWGU,0.00E+00,,,,"Did not see any GWGUs, however not all gulls were looked at closely."
20070506175816-790480017.662048,BOGU,0.00E+00,,,,There were no BOGUs.
20070506163624-830683290.958405,ARTE,2.00E+00,,,X,
20070506163624-830683290.958405,BOGU,1.00E+00,,,X,
20070506163624-830683290.958405,MEGU,1.00E+00,,,X,
20070506163624-830683290.958405,UNSB,8.00E+00,,,,Unidentified shorebird; count approximate.
20070506163624-830683290.958405,MALL,8.00E+00,,"3 m + 1 f, 1 pr, 1 pr",P,
20070506163624-830683290.958405,AGWT,4.00E+00,,2 pr,P,
20070506163624-830683290.958405,HERG,4.70E+01,,,X,
20070506163624-830683290.958405,MEGU,1.00E+00,,,X,
20070506163624-830683290.958405,SEPL,1.90E+01,,,O,In flock with LESAs and UNSAs.
20070506163624-830683290.958405,LESA,6.00E+00,,,X,"Not a positive id, but fairly sure (i.e., poor light conditions). In flock with SEPLs and UNSAs."
20070506163624-830683290.958405,UNSA,2.00E+00,,,,"In flock with SEPLs and LESAs. They looked exactly like a Long-toed Stint, but were about one and a half times larger than the LESA (side by side), thus too large to be a LTST."
20070506163624-830683290.958405,BOGU,1.50E+01,,,X,Feeding flock in Nelson Creek (feeding on salmon fry?). Largest concentration seen today; overall numbers greatly diminished.
20070506163624-70730865.0016785,MALL,1.50E+01,,3:1 ratio males to females.,X,Could not ascertain exact number of males and females.
20070506163624-70730865.0016785,LESA,1.00E+00,,,X,Together with a SESA.
20070506163624-70730865.0016785,SESA,1.00E+00,,,O,Together with a LESA.
20070506163624-70730865.0016785,BOGU,7.00E+00,,,X,
20070506163624-70730865.0016785,LEYE,5.00E+00,,,X,
20070506163624-70730865.0016785,CORA,1.00E+00,,,X,
20070506163624-70730865.0016785,MALL,2.00E+00,,1 pr,P,
20070506163624-70730865.0016785,AGWT,2.90E+01,,"16 m + 8 f, 5",X,
20070506163624-70730865.0016785,BEKI,1.00E+00,,,X,
20070506163624-70730865.0016785,ARTE,5.00E+00,,,X,
20070506163624-70730865.0016785,BUFF,4.00E+00,,4 f,O,
20070506163624-70730865.0016785,NSHO,1.10E+01,,"2 m, 2 pr + 5 m",P,
20070506163624-70730865.0016785,AMWI,3.30E+01,,Mostly pairs,P,
20070506163624-70730865.0016785,SCAU,7.00E+00,,"2 m, 5",O,
20070506163624-70730865.0016785,HOGR,2.00E+00,,,O,
20070506163624-70730865.0016785,HERG,3.00E+01,,,X,Count approximate.
20070506163624-70730865.0016785,MEGU,5.00E+00,,,X,Count approximate.
20070506163624-417126953.601837,HAPO,4.00E+00,,,,Together in pod.
20070506163624-417126953.601837,MAMU,1.10E+01,,"1 pr, 1 pr, 1, 1 pr, 1 pr, 1 pr",P,
20070506163624-417126953.601837,PIGU,7.00E+00,,"3, 4",X,
20070506163624-417126953.601837,SUSC,2.20E+01,,"4, 1, 17",X,
20070506163624-417126953.601837,HASE,2.00E+00,,,,
20070506163624-417126953.601837,MEGU,1.00E+00,,,X,
20070506163624-564603269.100189,MAMU,1.00E+00,,,X,
20070506163624-564603269.100189,HARD,2.00E+00,,1 pr,P,
20070506163624-564603269.100189,STSE,1.00E+00,,,,
20070506163624-210244476.795197,MAMU,1.60E+01,,"1 pr, 1 pr, 1, 1 pr, 1, 1, 2 pr, 1, 1 pr",P,
20070506163624-210244476.795197,WWSC,1.00E+00,,1 m,O,
20070506163624-210244476.795197,SUSC,1.88E+02,,"~165 + 10, 7 flying, 1, 1 pr, 1 pr + 1 m",P,
20070506163624-210244476.795197,BEKI,1.00E+00,,,X,
20070506163624-210244476.795197,MAMU,2.89E+02,,,P,"This should be a pretty good count of the MAMUs on the upper Inlet when combined with the 55 observed below, although undoubtably an undercount due to diving birds not seen during the scan."
20070506163624-210244476.795197,HAPO,1.00E+00,,,,
20070506163624-210244476.795197,GBHE,1.00E+00,,,X,
20070506163624-210244476.795197,HERG,4.80E+01,,,X,
20070506163624-210244476.795197,MAMU,5.50E+01,,,P,"This should be a pretty good count of the MAMUs on the upper Inlet when combined with the 289 observed above, although undoubtably an undercount due to diving birds not seen during the scan."
20070506163624-210244476.795197,BAEA,1.00E+00,1I,,O,
20070506163624-210244476.795197,RBME,2.10E+01,,mixed flock,O,
20070506163624-210244476.795197,RNGR,1.00E+00,,,O,
20070506163624-210244476.795197,STSE,3.00E+00,,,,
20070506163624-218578875.06485,GRSC,4.00E+00,,4 m,O,Positive id.
20070506163624-218578875.06485,HARD,2.00E+00,,1 pr,P,
20070506163624-218578875.06485,WWSC,2.00E+00,,1 pr,P,
20070506163624-218578875.06485,SUSC,4.35E+02,,,P,Count approximate.
20070506163624-218578875.06485,HERG,6.50E+01,,,X,Count approximate.
20070506163624-218578875.06485,MEGU,6.50E+01,,,X,Count approximate.
20070506163624-218578875.06485,MAMU,1.00E+01,,"1 pr, 2, 1 pr, 2 pr",P,
20070506163624-218578875.06485,RBME,1.70E+01,,"14, 1 m, 1 pr",P,
20070506163624-218578875.06485,HASE,1.00E+00,,,,
20070506163624-218578875.06485,BOGU,7.00E+00,,,X,Count approximate.
20070506163624-218578875.06485,HASE,9.00E+00,,,,
20070506163624-218578875.06485,BUFF,2.00E+00,,"1 f, 1 f",O,
20070506163624-218578875.06485,RNGR,4.00E+00,,,O,
20070506163624-218578875.06485,NOCR,4.00E+00,,,X,
20070506163624-218578875.06485,UNLO,2.00E+00,,1 pr,,"Unknown loon pair, but not COLO."
20070506175816-961953163.146973,GBHE,1.00E+00,,,X,One flying south.
20070506175816-961953163.146973,BAEA,4.20E+01,"17A, 25I",,O,Mostly present to take advantage of herring? run.
20070506175816-961953163.146973,HARD,6.00E+00,,"1 pr, 1 pr, 1 pr",P,
20070506175816-961953163.146973,WATA,3.00E+00,,"2 (possible pr), 1",O,
20070506175816-961953163.146973,RNDU,2.00E+00,,1 pr,P,
20070506175816-961953163.146973,BAEA,1.16E+02,"43A, 73I",,O,Mostly present to take advantage of herring? run.
20070506175816-961953163.146973,COME,1.00E+01,,mixed flock,X,Flying from above bridge down river.
20070506175816-961953163.146973,BAEA,2.80E+01,"14A, 14I",,O,Observed above bridge and counted from Chilkoot trailhead; mostly present to take advantage of herring? run.
20070506163624-507770359.516144,LESA,1.00E+00,,,X,
20070506163624-507770359.516144,AGWT,1.40E+01,,"10 m, 4 f",X,With 1 male BWTE.
20070506163624-507770359.516144,BWTE,1.00E+00,,1 m,O,With 14 AGWTs.
20070506163624-507770359.516144,BAEA,2.00E+00,2A,,O,Perched above Nelson Creek.
20070506163624-507770359.516144,WATA,2.00E+00,,,O,
20070506163624-507770359.516144,BEKI,1.00E+00,,,X,
20070506163624-507770359.516144,MALL,1.50E+01,,10 m + 5 f,X,
20070506163624-507770359.516144,UNGU,2.10E+01,,,,Count approximate; mixed species.
20070506163624-507770359.516144,BOGU,9.00E+00,,,X,Count approximate.
20070506163624-507770359.516144,UNGU,8.00E+02,,,,Count approximate; mixed species.
20070506163624-507770359.516144,SEPL,1.00E+00,,,O,
20070506163624-423793256.282806,SUSC,1.30E+02,,,P,
20070506163624-423793256.282806,BAEA,2.00E+00,"1A, 1I",,O,Both flying north.
20070506163624-423793256.282806,HBWH,1.00E+00,,,,Swam and resurfaced in the shallows between old pilings and Taiya River mouth parallel with trespass cabin; very close to Park boundary.
20070506163624-423793256.282806,GRSC,1.00E+00,,1 m,O,
20070506163624-423793256.282806,MAMU,1.24E+02,,,P,
20070506163624-423793256.282806,HARD,2.00E+00,,"1 m, 1 m",X,Male flying north; male flying south.
20070506163624-423793256.282806,ARTE,4.00E+00,,,X,
20070506163624-423793256.282806,HASE,1.90E+01,,,,
20070506163624-423793256.282806,MAMU,2.68E+02,,,P,
20070506163624-423793256.282806,RBME,1.40E+01,,2 m + 12 f,O,
20070506163624-423793256.282806,MAMU,2.00E+00,,1 pr,P,
20070506163624-423793256.282806,WWSC,1.00E+00,,1 m,O,
20070506163624-423793256.282806,BOGU,2.60E+01,,,X,
20070506163624-423793256.282806,MEGU,5.00E+01,,,X,Count approximate.
20070506163624-893822371.959686,HASE,8.00E+00,,,,
20070506163624-893822371.959686,MEGU,-1.00E+00,,,X,
20070506163624-893822371.959686,HERG,1.00E+01,,,X,
20070506163624-893822371.959686,BOGU,-1.00E+00,,,X,
20070506163624-893822371.959686,GBHE,2.00E+00,,,X,
20070506163624-893822371.959686,NOCR,2.00E+00,,,X,
20070506175816-56236863.1362915,HASE,6.00E+00,,,,
20070506175816-56236863.1362915,HARD,6.00E+00,,4 m + 2 f,X,
20070506175816-56236863.1362915,MALL,6.00E+00,,6 m,O,
20070506175816-56236863.1362915,BUFF,1.00E+00,,1 f,O,
20070506175816-56236863.1362915,CORA,2.00E+00,,,X,
20070506175816-56236863.1362915,COME,1.90E+01,,"2 f, 2 m + 8 f, 1 m + 6 f",X,
20070506175816-56236863.1362915,ARTE,3.00E+00,,,X,
20070506175816-56236863.1362915,NOCR,2.00E+00,,,X,
20070506163624-430627763.271332,COME,2.00E+00,,2 f,X,
20070506163624-430627763.271332,CORA,2.00E+00,,,X,
20070506163624-430627763.271332,NOCR,4.80E+01,,,X,
20070506163624-430627763.271332,AGWT,5.00E+00,,"1 f, 3 m + 1 f",X,
20070506163624-324798047.542572,MAMU,3.10E+01,,"1 pr, 1, 12 flying, 1 pr, 4 pr, 1 pr, 1 pr, 1 pr",P,
20070506163624-324798047.542572,SUSC,1.00E+00,,1 m,X,
20070506163624-324798047.542572,HAPO,1.00E+00,,,,
20070506163624-324798047.542572,BEKI,1.00E+00,,,X,
20070506163624-324798047.542572,CORA,1.00E+00,,,X,
20070506163624-324798047.542572,BOGU,1.00E+00,,1 imm,O,
20070506163624-324798047.542572,MEGU,1.00E+00,,,X,
20070506163624-311508715.15274,MEGU,1.00E+00,,,X,
20070506163624-311508715.15274,SESA,1.00E+00,,,X,
20070506163624-118437349.796295,PALO,1.00E+00,,,O,Positive id.
20070506163624-118437349.796295,HASE,3.00E+00,,,,
20070506163624-118437349.796295,BAEA,2.00E+00,2A,,X,
20070506163624-118437349.796295,BOGU,2.00E+00,,,X,
20070506163624-118437349.796295,MAMU,4.90E+01,,,P,
20070506163624-118437349.796295,HAPO,1.00E+00,,,,
20070506163624-118437349.796295,SUSC,1.70E+01,,"7 m + 9 f, 1 m",P,
20070506163624-118437349.796295,STSE,1.00E+00,,,,
20070506163624-118437349.796295,MEGU,1.00E+00,,,X,
20070506163624-903875172.138214,SUSC,3.00E+00,,1 m + 2 f,X,
20070506163624-903875172.138214,HASE,1.60E+01,,,,
20070506163624-903875172.138214,MAMU,3.00E+00,,,X,
20070506163624-903875172.138214,COME,1.00E+00,,,PY,Female with 3 flightless young feeding on staghorn sculpin; saw young eating sculpin.
20070506163624-903875172.138214,BOGU,1.00E+00,,,X,
20070506163624-903875172.138214,GRSC,1.00E+00,,1 m,O,"Positive id; rounded, irridescent green head. Primaries molted."
20070506163624-903875172.138214,NOCR,1.00E+00,,,X,
20070506163624-903875172.138214,MEGU,5.00E+00,,,X,
20070506163624-903875172.138214,HASE,1.00E+00,,,,
20070506163624-903875172.138214,BAEA,6.00E+00,"3A, 3I",,O,
20070506163624-903875172.138214,NOCR,1.00E+00,,,X,
20070506163624-903875172.138214,BOGU,4.00E+01,,,X,
20070506163624-903875172.138214,MEGU,3.30E+01,,,X,
20070506163624-903875172.138214,LAGU,1.00E+00,,,,LAGU = large gull.
20070506175816-364018678.665161,BAEA,3.00E+00,3A,,O,
20070506175816-364018678.665161,HERG,2.00E+00,,,PY?,"Two juvenile HEGUs observed; they appeared to be local, but capable of flying."
20070506175816-364018678.665161,MEGU,1.00E+00,,,X,
20070506175816-364018678.665161,COME,2.00E+00,,2 f,X,
20070506163624-141861975.193024,HERG,1.00E+00,,,PY?,"Juvenile HEGU observed with adult feeding on pink salmon entrails; appeared to be local, but capable of flying."
20070506163624-141861975.193024,BAEA,4.00E+00,"2A, 2I",,O,
20070506163624-141861975.193024,HERG,1.00E+00,,,X,
20070506163624-141861975.193024,BOGU,7.00E+00,,,X,
20070506163624-141861975.193024,UNSA,2.00E+00,,,,Unidentified sandpiper.
20070506163624-141861975.193024,CORA,6.00E+00,,,X,
20070506163624-141861975.193024,SESA,4.00E+00,,,O,Either juveniles or in winter plummage.
